hs4,hs4_name
9507,"Fishing_rods__fish-hooks_and_other_line_fishing_tackle;_fish_landing_nets__butterfly_nets_and_similar_nets;_decoy_""birds""_(other_than_those_of_heading_92.08_or_97.05)_and_similar_hunting_or_shooting_requisites"
9508,Roundabouts__swings__shooting_galleries_and_other_fairground_amusements;_travelling_circuses_and_travelling_menageries;_travelling_theatres
9601,Worked_ivory__bone__tortoise-shell__horn__antlers__coral__mother-of-pearl_and_other_animal_carving_material__and_articles_of_these_materials_(including_articles_obtained_by_moulding)
9602,Worked_vegetable_or_mineral_carving_material_and_articles_of_these_materials;_moulded_or_carved_articles_of_wax__of_stearin__of_natural_gums_or_natural_resins_or_of_modelling_pastes__and_other_moulded_or_carved_articles__not_elsewhere_specified_or_included;_worked__unhardened_gelatin_(except_gelatin_of_heading_35.03)_and_articles_of_unhardened_gelatin
9603,Brooms__brushes_(including_brushes_constituting_parts_of_machines__appliances_or_vehicles)__hand-operated_mechanical_floor_sweepers__not_motorised__mops_and_feather_dusters;_prepared_knots_and_tufts_for_broom_or_brush_making;_paint_pads_and_rollers;_squeegees_(other_than_roller_squeegees)
9604,Hand_sieves_and_hand_riddles
9605,Travel_sets_for_personal_toilet__sewing_or_shoe_or_clothes_cleaning
9606,Buttons__press-fasteners__snap-fasteners_and_press-studs__button_moulds_and_other_parts_of_these_articles;_button_blanks
9607,Slide_fasteners_and_parts_thereof
9608,Ball_point_pens;_felt_tipped_and_other_porous-tipped_pens_and_markers;_fountain_pens__stylograph_pens_and_other_pens;_duplicating_stylos;_propelling_or_sliding_pencils;_pen-holders__pencil-holders_and_similar_holders;_parts_(including_caps_and_clips)_of_the_foregoing_articles__other_than_those_of_heading_96.09
9609,Pencils_(other_than_pencils_of_heading_96.08)__crayons__pencil_leads__pastels__drawing_charcoals__writing_or_drawing_chalks_and_tailors'_chalks
9610,Slates_and_boards__with_writing_or_drawing_surfaces__whether_or_not_framed
9611,Date__sealing_or_numbering_stamps__and_the_like_(including_devices_for_printing_or_embossing_labels)__designed_for_operating_in_the_hand;_hand-operated_composing_sticks_and_hand_printing_sets_incorporating_such_composing_sticks
9612,Typewriter_or_similar_ribbons__inked_or_otherwise_prepared_for_giving_impressions__whether_or_not_on_spools_or_in_cartridges;_ink-pads__whether_or_not_inked__with_or_without_boxes
9613,Cigarette_lighters_and_other_lighters__whether_or_not_mechanical_or_electrical__and_parts_thereof_other_than_flints_and_wicks
9614,Smoking_pipes_(including_pipe_bowls)_and_cigar_or_cigarette_holders__and_parts_thereof
9615,Combs__hair-slides_and_the_like;_hairpins__curling_pins__curling_grips__hair-curlers_and_the_like__other_than_those_of_heading_85.16__and_parts_thereof
9616,Scent_sprays_and_similar_toilet_sprays__and_mounts_and_heads_therefor;_powder-puffs_and_pads_for_the_application_of_cosmetics_or_toilet_preparations
9617,Vacuum_flasks_and_other_vacuum_vessels__complete_with_cases;_parts_thereof_other_than_glass_inners
9618,Tailors'_dummies_and_other_lay_figures;_automata_and_other_animated_displays_used_for_shop_window_dressing
9619,Sanitary_towels(pads)_and_tampons__napkins_and_napkin_liners_for_babies_and_similar_articles__of_any_material
9701,Paintings__drawings_and_pastels__executed_entirely_by_hand__other_than_drawings_of_heading_49.06_and_other_than_hand-painted_or_hand-decorated_manufactured_articles;_collages_and_similar_decorative_plaques
9702,Original_engravings__prints_and_lithographs
9703,Original_sculptures_and_statuary__in_any_material
9704,Postage_or_revenue_stamps__stamp-postmarks__first-day_covers__postal_stationery_(stamped_paper)__and_the_like__used_or_unused__other_than_those_of_heading_49.07
9705,Collections_and_collectors'_pieces_of_zoological__botanical__mineralogical__anatomical__historical__archaeological__palaeontological__ethnographic_or_numismatic_interest
9706,Antiques_of_an_age_exceeding_one_hundred_years
